0,1,target
0.05,0.05,2.9306340881607467e-05
0.15000000000000002,0.05,0.00207775758682606
0.25000000000000006,0.05,0.013582859212969027
0.35000000000000003,0.05,0.04285278705921272
0.45000000000000007,0.05,0.09345722948497712
0.5500000000000002,0.05,0.16241480929933805
0.6500000000000001,0.05,0.24221503897144897
0.7500000000000002,0.05,0.324724763717459
0.8500000000000002,0.05,0.40425365625252574
0.9500000000000002,0.05,0.47770936707613393
1.0500000000000003,0.05,0.541449474861057
1.1500000000000004,0.05,0.5863087069568212
1.2500000000000002,0.05,0.5934881319459911
1.3500000000000003,0.05,0.5340017829932467
1.4500000000000004,0.05,0.37316474950206835
1.5500000000000003,0.05,0.07964947942874273
1.6500000000000004,0.05,-0.3633033236386003
1.7500000000000004,0.05,-0.9481048673783872
1.8500000000000003,0.05,-1.6379963949101446
1.9500000000000004,0.05,-2.369407174851001
2.0500000000000003,0.05,-3.061587059616987
2.1500000000000004,0.05,-3.6313629032866666
2.2500000000000004,0.05,-4.009241641178294
2.35,0.05,-4.152599307747553
2.45,0.05,-4.052501333108026
2.5500000000000003,0.05,-3.732530228368051
2.6500000000000004,0.05,-3.2402749148927135
2.7500000000000004,0.05,-2.6341642942096652
2.8500000000000005,0.05,-1.9695091783605716
2.95,0.05,-1.2876321023624873
3.0500000000000003,0.05,-0.6108555664603617
3.1500000000000004,0.05,0.055741469513576135
3.2500000000000004,0.05,0.716925274239537
3.3500000000000005,0.05,1.3770057537427467
3.4500000000000006,0.05,2.030111187707396
3.5500000000000007,0.05,2.654215869821882
3.6500000000000004,0.05,3.210885191771283
3.7500000000000004,0.05,3.6509686303371023
3.8500000000000005,0.05,3.9247293442826656
3.9500000000000006,0.05,3.9936390096248857
4.050000000000001,0.05,3.8406171029593428
4.15,0.05,3.4759421886871618
4.250000000000001,0.05,2.937245180652377
4.3500000000000005,0.05,2.2835572668236424
4.450000000000001,0.05,1.584892794321149
4.550000000000001,0.05,0.9099056542925879
4.65,0.05,0.3145161711427613
4.750000000000001,0.05,-0.16598595342648248
